State,City,Location,location_key
Kerala,Kochi,Nettoor,704
Kerala,Kochi,Kalavamcodam,705
Jharkhand,Ranchi,Bariatu,706
Jharkhand,Ranchi,Kokar,707
Jharkhand,Ranchi,Namkum,708
Jharkhand,Ranchi,Jai Prakash Nagar,709
Jharkhand,Ranchi,Khelgaon,710
Jharkhand,Ranchi,Doranda,711
Jharkhand,Ranchi,Hindpiri,712
Jharkhand,Ranchi,Hatia,713
Jharkhand,Ranchi,BLUE DIAMOND,714
Jharkhand,Ranchi,CIRCULAR RD,715
Jharkhand,Ranchi,LALPUR,716
Jharkhand,Ranchi,Lalpur,717
Jharkhand,Ranchi,Harmu Ranchi,718
Jharkhand,Ranchi,Purulia Road,719
Jharkhand,Ranchi,Ashok Nagar,720
Jharkhand,Ranchi,Main Road,721
Jharkhand,Ranchi,Kanke Road,722
Jharkhand,Ranchi,Churuwala,723
Jharkhand,Ranchi,Mesra,724
Jharkhand,Ranchi,mesra,725
Assam,Guwahati,Amingaon,726
Assam,Guwahati,Jalukbari,727
Assam,Guwahati,NCS Square Mall,728
Assam,Guwahati,Maligaon,729
Assam,Guwahati,Borjhar,730
Assam,Guwahati,Mirza,731
Assam,Guwahati,Azara,732
Assam,Guwahati,Rani Gate,733
Assam,Guwahati,NCS SQUARE MALL,734
Assam,Guwahati,Gorchuk,735
Assam,Guwahati,Lokhra,736
Assam,Guwahati,Boragaon,737
Assam,Guwahati,Hatigaon,738
Assam,Guwahati,Zoo Narengi Road,739
Assam,Guwahati,Six Mile,740
