State,City,Location,location_key
Assam,Guwahati,UDESHNA,741
Assam,Guwahati,Borbari,742
Assam,Guwahati,Guwahati,743
Assam,Guwahati,Ganeshguri,744
Assam,Guwahati,GS Road,745
Assam,Guwahati,Six mile,746
Assam,Guwahati,Christian Basti,747
Assam,Guwahati,Zoo Tiniali,748
Assam,Guwahati,Beltola,749
Assam,Guwahati,Rukmini Gaon,750
Assam,Guwahati,Narengi,751
Assam,Guwahati,Silpukhuri,752
Assam,Guwahati, BIRKUCHI,753
Assam,Guwahati,BishnuRavaPath,754
Assam,Guwahati,Kala Pahar,755
Assam,Guwahati,Jatia,756
Chhattisgarh,Raipur,Magneto The Mall,757
Chhattisgarh,Raipur,MAGNETO MALL,758
Chhattisgarh,Raipur,Shankar Nagar,759
Chhattisgarh,Raipur,Zora Mall,760
Chhattisgarh,Raipur,Purena,761
Chhattisgarh,Raipur,Mahaveer Nagar,762
Chhattisgarh,Raipur,Civil Lines,763
Chhattisgarh,Raipur,Vishal Nagar,764
Chhattisgarh,Raipur,Labhandi,765
Chhattisgarh,Raipur,Labhandih,766
Chhattisgarh,Raipur,Chakan,767
Chhattisgarh,Raipur,Shyam Nagar,768
Chhattisgarh,Raipur,magnato the mall,769
Chhattisgarh,Raipur,Govind Nagar,770
Chhattisgarh,Raipur,Tatibandh,771
Chhattisgarh,Raipur,Pandri,772
Chhattisgarh,Raipur,Wrd 30. Shankar Nagar,773
Chhattisgarh,Raipur,Telibandha Square,774
Chhattisgarh,Raipur,Avanti Vihar,775
Chhattisgarh,Raipur,Katora Talab,776
Chhattisgarh,Raipur,Samta Housing Construction,777
Chhattisgarh,Raipur,Samta Colony,778
Chhattisgarh,Raipur,Pachpedi Naka,779
Uttarakhand,Dehradun,Prem Nagar,780
Uttarakhand,Dehradun,Bengali Club,781
Uttarakhand,Dehradun,Selakui,782
Uttarakhand,Dehradun,Central Hope Town,783
Uttarakhand,Dehradun,Township Bidholi,784
Uttarakhand,Dehradun,Bidholi,785
Uttarakhand,Dehradun,Vikas Nagar,786
Uttarakhand,Dehradun,Doiwala,787
Uttarakhand,Dehradun,Bhaniyawala,788
Uttarakhand,Dehradun,Chukkuwala,789
Uttarakhand,Dehradun,Oasis Mall,790
Uttarakhand,Dehradun,Dehradun,791
Uttarakhand,Dehradun,Pitambar plaza,792
Uttarakhand,Dehradun,Jogiwala,793
Uttarakhand,Dehradun,"Mall Of Dehradun , Miyanwala",794
Uttarakhand,Dehradun,Rajpur Road,795
Uttarakhand,Dehradun,Subhash Road,796
Uttarakhand,Dehradun,Culinary Central 72,797
Uttarakhand,Dehradun,Mall of Dehradun,798
Uttarakhand,Dehradun,"Mall Of Dehradun, Haridwar Road",799
Uttarakhand,Dehradun,Hathibarkala Salwala,800
Uttarakhand,Dehradun,Shahastradhara,801
Uttarakhand,Dehradun,Jakhan,802
Uttarakhand,Dehradun,PACIFIC HILLS,803
Uttarakhand,Dehradun,Chironwali,804
Uttarakhand,Dehradun,Nalapani Chowk,805
Uttarakhand,Dehradun,Malsi,806
Uttarakhand,Dehradun,Hathibarkala,807
Uttarakhand,Dehradun,Raipur,808
Uttarakhand,Dehradun,SATYA TOWER,809
Uttarakhand,Dehradun,Rajeshwar nagar,810
Uttarakhand,Dehradun,Karanpur,811
Himachal Pradesh,Shimla,Mall Road,812
Himachal Pradesh,Shimla,Lakkar Bazar,813
Himachal Pradesh,Shimla,Combermere House,814
Himachal Pradesh,Shimla,Shilli,815
Himachal Pradesh,Shimla,Longwood,816
Himachal Pradesh,Shimla,Tehsil Shimla,817
Himachal Pradesh,Shimla,South Shimla,818
Himachal Pradesh,Shimla,Sanjauli,819
Himachal Pradesh,Shimla,Mall Road Solan,820
Himachal Pradesh,Shimla,Solan Town,821
Himachal Pradesh,Shimla,Lakkar Bazar Solan,822
Himachal Pradesh,Shimla,"Anand Complex, The Mall, Solan",823
Goa,Panaji,Bardez,824
Goa,Panaji,Mapusa,825
Goa,Panaji,Mazal Waddo,826
Goa,Panaji,"Opp Bharat Petrol Pump,Bamman Vaddo, Siolim",827
Goa,Panaji,Anjuna,828
Goa,Panaji,Calangute,829
Goa,Panaji,Assagao,830
Goa,Panaji,Baga Calangute,831
Goa,Panaji,Vagator,832
Goa,Panaji,Bouta Waddo,833
Goa,Panaji,St Anthonys Apartments,834
Goa,Panaji,Nor_Baga-Calangute,835
Goa,Panaji,Coutinho Vaddo Vagator,836
Goa,Panaji,Nor_Baga Calangute,837
Goa,Panaji,North Goa,838
Goa,Panaji,Mapusa Municipal Market,839
Goa,Panaji,Municipal Market,840
Goa,Panaji,Swatantra Path,841
Goa,Panaji,Dabolim,842
Goa,Panaji,Vasco Da Gama,843
Goa,Panaji,Vasco,844
Goa,Panaji,Vasco da Gama,845
Goa,Panaji,Bogmalo,846
Jammu and Kashmir,Srinagar,Rajbagh,847
Jammu and Kashmir,Srinagar,Karanagar,848
Jammu and Kashmir,Srinagar,Bohri Kadal,849
Jammu and Kashmir,Srinagar,Dalgate,850
Jammu and Kashmir,Srinagar,Islamia College,851
Jammu and Kashmir,Srinagar,Nigeen,852
Jammu and Kashmir,Srinagar,Mala Bagh,853
Jammu and Kashmir,Srinagar,Rainawari,854
Jammu and Kashmir,Srinagar,"Dalgate,opposite ghat no:2",855
Jammu and Kashmir,Srinagar,Munawarabad,856
Jammu and Kashmir,Srinagar,Khayam,857
Jammu and Kashmir,Srinagar,Boulevard,858
Jammu and Kashmir,Srinagar,Sonwar,859
Jammu and Kashmir,Srinagar,Zakura,860
Jammu and Kashmir,Srinagar,Habak,861
Jammu and Kashmir,Srinagar,Jahangir Chowk,862
Jammu and Kashmir,Srinagar,Humhama,863
Jammu and Kashmir,Srinagar,Bemina,864
Jammu and Kashmir,Srinagar,Rajbagh ,865
Jammu and Kashmir,Srinagar,Batamaloo,866
Jammu and Kashmir,Srinagar,City Mall - Lal Chowk,867
Jammu and Kashmir,Srinagar,Rambagh,868
Jammu and Kashmir,Srinagar,Baghat Barzulla,869
Jammu and Kashmir,Srinagar,Lal Chowk,870
Jammu and Kashmir,Srinagar,Gogji Bagh,871
Jammu and Kashmir,Srinagar,"Lal Chowk,Gurudwara complex",872
Jammu and Kashmir,Srinagar,Residency Road,873
Jammu and Kashmir,Srinagar,Food Souk,874
Jammu and Kashmir,Srinagar,City Walk,875
Jammu and Kashmir,Srinagar,Nowgam,876
Jammu and Kashmir,Srinagar,Chanapora,877
Jammu and Kashmir,Srinagar,Natipora,878
Jammu and Kashmir,Srinagar,Kursu,879
Jammu and Kashmir,Srinagar,JawaharNagar,880
Jammu and Kashmir,Srinagar,Sanath Nagar,881
Jammu and Kashmir,Srinagar,Padshahi Bagh,882
Jammu and Kashmir,Srinagar,Sanatnagar,883
Tripura,Agartala,Gurkhabasti,884
Tripura,Agartala,North Gate,885
Tripura,Agartala,Gurkhabosti,886
Tripura,Agartala,Circuit House,887
Tripura,Agartala,HGB Road,888
Tripura,Agartala,Dhaleswar,889
Tripura,Agartala,Motorstand,890
Tripura,Agartala,Kaman Chowmuhai,891
Tripura,Agartala,Laxminarayan Bari Road,892
Tripura,Agartala,Battala,893
Tripura,Agartala,Kaman Chowmuhani,894
Tripura,Agartala,Post Office Chowmuhani,895
Tripura,Agartala,Shankar Chowmuhani,896
Tripura,Agartala,Palace Compound,897
Tripura,Agartala,Hapania,898
Tripura,Agartala,Advisor Chowmuhani,899
Tripura,Agartala,Laxmi Narayan Bari Road,900
Tripura,Agartala,Dom_Only_Agartala,901
Tripura,Agartala,Udaipur,902
Tripura,Agartala,Jay Nagar,903
Tripura,Agartala,Ramnagar,904
Tripura,Agartala,Lal Bahadur,905
Tripura,Agartala,Heritage park,906
Tripura,Agartala,Motor Stand,907
Tripura,Agartala,Banamalipur,908
Tripura,Agartala,Kalyani,909
Tripura,Agartala,Ganaraj Chowmuhani,910
Tripura,Agartala,Krishna Nagar,911
Tripura,Agartala,Lal Bahudur Chowmuhani,912
Tripura,Agartala,Nagerjala,913
Tripura,Agartala,Milan Chakra,914
Tripura,Agartala,BATTALA BAZAR,915
Tripura,Agartala,Amtali Area,916
Manipur,Imphal,Keishamthong,917
Manipur,Imphal,Chingamikha,918
Manipur,Imphal,Sega Road,919
Manipur,Imphal,Chingmeirong,920
Manipur,Imphal,Moirangkhom,921
Manipur,Imphal,Thangal Bazaar,922
Manipur,Imphal,Nepra Menjor Road,923
Manipur,Imphal,Dharmasala,924
Manipur,Imphal,Nagamapal,925
Manipur,Imphal,Sagolband,926
Manipur,Imphal,Sangaiprou,927
Manipur,Imphal,Majorkhul,928
Manipur,Imphal,Singjamei,929
Manipur,Imphal,Thangal Bazar,930
Manipur,Imphal,Khuyathong,931
Manipur,Imphal,Checkon,932
Manipur,Imphal,Khurai,933
Manipur,Imphal,Nagaram ,934
Manipur,Imphal,Thangapat,935
Manipur,Imphal,Lamphel,936
Manipur,Imphal,Kabo Leika,937
Manipur,Imphal,Imphal,938
Manipur,Imphal,Kwakeithel,939
Manipur,Imphal,Takhel Leikai,940
Manipur,Imphal,Ghari,941
Manipur,Imphal,Keishampat,942
Manipur,Imphal,Bamon Leikai,943
Manipur,Imphal,Wangkhei,944
Manipur,Imphal,Thangmeiband,945
Meghalaya,Shillong,Police Bazar,946
Meghalaya,Shillong,Nongthymmai Nongkhyriem,947
Meghalaya,Shillong,Oakland Road,948
Meghalaya,Shillong,Upper Nongthymmai,949
Meghalaya,Shillong,Laban,950
Meghalaya,Shillong,Laitumkhrah,951
Meghalaya,Shillong,Polo,952
Meghalaya,Shillong,Fire Brigade,953
Meghalaya,Shillong,MES,954
Meghalaya,Shillong,Laitukhrah main road,955
Meghalaya,Shillong,Demseiniong,956
Meghalaya,Shillong,Police Bazaar,957
Meghalaya,Shillong,Keating Road,958
Meghalaya,Shillong,Dhankheti,959
Nagaland,Kohima,Old NST,960
Nagaland,Kohima,Razu Point,961
Nagaland,Kohima,BOC,962
Nagaland,Kohima,Jail Road,963
Nagaland,Kohima,Phoolbari,964
Nagaland,Kohima,Kohima Locality,965
Nagaland,Kohima,Kohima,966
Nagaland,Kohima,Midland,967
Nagaland,Kohima,Elite Complex,968
Nagaland,Kohima,High school,969
Nagaland,Kohima,High School Colony,970
Mizoram,Aizawl,Zotlang Peng,971
Mizoram,Aizawl,Aizwal,972
Mizoram,Aizawl,Zarkawt,973
Mizoram,Aizawl,Bazaar,974
Mizoram,Aizawl,Khatla,975
Mizoram,Aizawl,Laitan,976
Mizoram,Aizawl,Upper Republic,977
Mizoram,Aizawl,Zodin,978
Mizoram,Aizawl,Bazaar Bungkawn,979
Mizoram,Aizawl,Aizawl,980
Mizoram,Aizawl,Company peng,981
Mizoram,Aizawl,Sanadhi Building,982
Mizoram,Aizawl,Bazaar Bungkan,983
Mizoram,Aizawl,Chanmari,984
Mizoram,Aizawl,Temple,985
Mizoram,Aizawl,Bawngkawn,986
Mizoram,Aizawl,Bowngkawn,987
Mizoram,Aizawl,Only_Dominos_Aizawl,988
Sikkim,Gangtok,Gangtok,989
Sikkim,Gangtok,"MG Road, Gangtok",990
Sikkim,Gangtok,Gairigaon,991
Sikkim,Gangtok,West Point,992
Sikkim,Gangtok,Baluwakhani,993
Sikkim,Gangtok,Sikkim Manipal,994
Sikkim,Gangtok,DISTRICT COURT,995
